title;price;square_meters;price_per_m2;location;link;first_photo;processing_date;bathrooms;rooms
Casa Con 4 Dormitorios En Monte Grande ;76000.0;130;584.6153846153846;Ingeniero Huergo  1167, Monte Gran...;https://casa.mercadolibre.com.ar/MLA-1372010719-casa-con-4-dormitorios-en-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_878642-MLA69791283045_062023-W.jpg;2023-10-19;2 baños;
Venta - Casa 3 Ambientes - Sobre Lote 10 X 25 - Sobre Avenida - Monte Grande;38000.0;65;584.6153846153846;Leandro N. Alem 3051, Monte Grande...;https://casa.mercadolibre.com.ar/MLA-1435981598-venta-casa-3-ambientes-sobre-lote-10-x-25-sobre-avenida-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_933448-MLA70061365722_062023-W.jpg;2023-10-19;1 baño;
Venta De Importante Inmueble Ideal Inversores - Monte Grande;170000.0;290;586.2068965517242;Pedro Dreyer 2000, Monte Grande, E...;https://inmueble.mercadolibre.com.ar/MLA-1360182100-venta-de-importante-inmueble-ideal-inversores-monte-grande-_JM#position=46&search_layout=grid&type=item&tracking_id=1b7cae5f-7c17-480f-87a7-64768d8c46d8;https://http2.mlstatic.com/D_NQ_NP_604733-MLA54062175189_022023-W.jpg;2023-10-19;;
Venta - 2 Chalets + Local  Sobre Lote De 10 X 62 - Monte Grande;95000.0;162;586.4197530864197;Profesor A. Marxer 1838, Luis Guil...;https://casa.mercadolibre.com.ar/MLA-1359736834-venta-2-chalets-local-sobre-lote-de-10-x-62-monte-grande-_JM#position=32&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_860497-MLA54052143659_022023-W.jpg;2023-10-19;3 baños;
Casa En Venta - Monte Grande Esteban Echeverria;352000.0;600;586.6666666666666;Casa En Venta - Monte Grande, Mont...;https://casa.mercadolibre.com.ar/MLA-1379708601-casa-en-venta-monte-grande-esteban-echeverria-_JM#position=21&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_608608-MLA70719632131_072023-W.jpg;2023-10-19;4 baños;
Venta De Casa 5 Amb En Montegrande;163000.0;277;588.4476534296028;General Rodriguez 878, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1535091270-venta-de-casa-5-amb-en-montegrande-_JM#position=23&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_657187-MLA72217686809_102023-W.jpg;2023-10-19;2 baños;
Venta Casa Monte Grande Piscina Garaje Parque;115000.0;195;589.7435897435897;Manuel Belgrano 300, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1512911284-venta-casa-monte-grande-piscina-garaje-parque-_JM#position=45&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_746316-MLA71778648748_092023-W.jpg;2023-10-19;2 baños;
Casa De 5 Ambientes En Venta - Monte Grande ;130000.0;220;590.9090909090909;12 De Octubre 28, Monte Grande, Pr...;https://casa.mercadolibre.com.ar/MLA-1367835165-casa-de-5-ambientes-en-venta-monte-grande-_JM#position=35&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_768907-MLA54976587011_042023-W.jpg;2023-10-19;4 baños;
Chalet De Diseño En Venta En Monte Grande;130000.0;220;590.9090909090909;Chacabuco 840, Monte Grande, Provi...;https://casa.mercadolibre.com.ar/MLA-1125051598-chalet-de-diseno-en-venta-en-monte-grande-_JM#position=15&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_638275-MLA49211283430_022022-W.jpg;2023-10-19;3 baños;
Casa En Venta, En Lote, Con Opción De Subdividir Y Terminar 2da Casa.;58000.0;98;591.8367346938776;Pedro Reta 63, Monte Grande, Provi...;https://casa.mercadolibre.com.ar/MLA-1137942570-casa-en-venta-en-lote-con-opcion-de-subdividir-y-terminar-2da-casa-_JM#position=47&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_798853-MLA50002560682_052022-W.jpg;2023-10-19;2 baños;
Terreno En  Monte Grande;220000.0;369;596.2059620596206;Mariano Moreno Al 100, Monte Grand...;https://terreno.mercadolibre.com.ar/MLA-1430259330-terreno-en-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_680858-MLA71255904528_082023-W.jpg;2023-10-19;;
Galpón, Depósito Y Local;140000.0;234;598.2905982905983;Berasain , Monte Grande, G.b.a. Su...;https://inmueble.mercadolibre.com.ar/MLA-1307406348-galpon-deposito-y-local-_JM#position=41&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_959940-MLA53285738372_012023-W.jpg;2023-10-19;2 baños;
Casa 4 Ambientes Mas Departamento En Venta. Acepta Permuta;90000.0;150;600.0;Mariano Castex 446, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1310561689-casa-4-ambientes-mas-departamento-en-venta-acepta-permuta-_JM#position=47&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_713133-MLA53301033330_012023-W.jpg;2023-10-19;2 baños;
Chalet 5 Ambientes Y Amplio Parque La Venta En Monte Grande;300000.0;500;600.0;Reconquista 300, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1533744030-chalet-5-ambientes-y-amplio-parque-la-venta-en-monte-grande-_JM#position=12&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_984301-MLA46956288433_082021-W.jpg;2023-10-19;3 baños;
Casa En Venta De 4 Dormitorios En Monte Grande;60000.0;100;600.0;Sta. Fé 1070, Monte Grande, Esteba...;https://casa.mercadolibre.com.ar/MLA-1368302757-casa-en-venta-de-4-dormitorios-en-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_824363-MLA70828294616_082023-W.jpg;2023-10-19;2 baños;
Lote De 250m2 En Aréa Central Monte Grande;150000.0;250;600.0;General Las Heras 575, Monte Grand...;https://terreno.mercadolibre.com.ar/MLA-1474570452-lote-de-250m2-en-area-central-monte-grande-_JM#position=15&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_949823-MLA71108583456_082023-W.jpg;2023-10-19;;
Casa - Monte Grande;50000.0;83;602.4096385542168;Ingeniero Huergo 1665, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1380382211-casa-monte-grande-_JM#position=31&search_layout=grid&type=item&tracking_id=48a25870-1830-4c0a-a22f-89aa140d91f9;https://http2.mlstatic.com/D_NQ_NP_771598-MLA70731126050_072023-W.jpg;2023-10-19;1 baño;
Casa En Monte Grande;130000.0;215;604.6511627906976;Colon  Al 800, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1438671484-casa-en-monte-grande-_JM#position=2&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_982814-MLA70150952348_062023-W.jpg;2023-10-19;3 baños;
Venta De Casa 3 Ambientes - Ms 2 Departamentos Y Un Galpn;75000.0;124;604.8387096774194;Bolivar 2358, Monte Grande, Esteba...;https://casa.mercadolibre.com.ar/MLA-1360027301-venta-de-casa-3-ambientes-ms-2-departamentos-y-un-galpn-_JM#position=1&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_939220-MLA54061666044_022023-W.jpg;2023-10-19;3 baños;
Casa - Monte Grande;180000.0;297;606.060606060606;Mariano Acosta 948, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1531679932-casa-monte-grande-_JM#position=1&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_943373-MLA72100468904_102023-W.jpg;2023-10-19;2 baños;
Depósito - Monte Grande;145000.0;237;611.8143459915611;Parana Al 1600, Monte Grande, Este...;https://inmueble.mercadolibre.com.ar/MLA-1307071214-deposito-monte-grande-_JM#position=19&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_898546-MLA53285919134_012023-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;98000.0;160;612.5;Los Robles, Monte Grande, Esteban ...;https://casa.mercadolibre.com.ar/MLA-1229067165-casa-monte-grande-_JM#position=21&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_758661-MLA52317116808_112022-W.jpg;2023-10-19;1 baño;
Casa Para Remodelar En Venta;49000.0;80;612.5;Balcarce & M. Legarreta, Monte Gra...;https://casa.mercadolibre.com.ar/MLA-1124586289-casa-para-remodelar-en-venta-_JM#position=37&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_796287-MLA49181179092_022022-W.jpg;2023-10-19;1 baño;
Venta - Departamento Tres Ambientes Con Espacio Guarda Coche, Complejo Coca-cola;37000.0;60;616.6666666666666;Ramón Santamarina 1075, Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1153287487-venta-departamento-tres-ambientes-con-espacio-guarda-coche-complejo-coca-cola-_JM#position=25&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_639502-MLA51140135132_082022-W.jpg;2023-10-19;1 baño;
Venta De Casa De 4 Ambientes, Monte Grande;120000.0;193;621.7616580310881;12 De Octubre 700, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1256400223-venta-de-casa-de-4-ambientes-monte-grande-_JM#position=13&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_642800-MLA52542701674_112022-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande .  ;196000.0;315;622.2222222222222;Nuestras Malvinas 940, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1258017181-casa-en-venta-en-monte-grande--_JM#position=44&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_884734-MLA49568496446_042022-W.jpg;2023-10-19;3 baños;
Venta De Casa - Monte Grande;229000.0;368;622.2826086956521;Mariano Alegre 150, B1842fsd Monte...;https://casa.mercadolibre.com.ar/MLA-1447405450-venta-de-casa-monte-grande-_JM#position=24&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_987575-MLA70436182409_072023-W.jpg;2023-10-19;4 baños;
Casa 3 Ambiente Con  Cochera, Patio Y Terraza En Monte. Grande;41700.0;67;622.3880597014926;Rodolfo Dicio 200, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1130108817-casa-3-ambiente-con-cochera-patio-y-terraza-en-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_850249-MLA40241917841_122019-W.jpg;2023-10-19;2 baños;
Casa En Venta En Monte Grande Con Cochera Y Patio ;79999.0;128;624.9921875;Domingo Chimondegui 700, Monte Gra...;https://casa.mercadolibre.com.ar/MLA-1298802287-casa-en-venta-en-monte-grande-con-cochera-y-patio-_JM#position=27&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_900169-MLA53145500132_012023-W.jpg;2023-10-19;1 baño;
Casa 4 Ambientes En Venta En Monte Grande C/pileta;100000.0;160;625.0;Lola Mora 400, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1367388287-casa-4-ambientes-en-venta-en-monte-grande-cpileta-_JM#position=24&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_696343-MLA69072774578_042023-W.jpg;2023-10-19;2 baños;
Venta - Casa En Dos Plantas En Calle Mariano Acosta Al 300;250000.0;400;625.0;Mariano Acosta 320, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1362614947-venta-casa-en-dos-plantas-en-calle-mariano-acosta-al-300-_JM#position=37&search_layout=grid&type=item&tracking_id=1b7cae5f-7c17-480f-87a7-64768d8c46d8;https://http2.mlstatic.com/D_NQ_NP_713020-MLA54390995573_032023-W.jpg;2023-10-19;3 baños;
Casa - Monte Grande;250000.0;400;625.0;Monte Grande, Monte Grande, Esteba...;https://casa.mercadolibre.com.ar/MLA-1167220296-casa-monte-grande-_JM#position=47&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_937985-MLA51510951274_092022-W.jpg;2023-10-19;2 baños;
Casa 3 Ambientes En Venta. Monte Grande;50000.0;80;625.0;Las Talitas 971, Monte Grande, Pro...;https://casa.mercadolibre.com.ar/MLA-1441883516-casa-3-ambientes-en-venta-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_788184-MLA70266656191_072023-W.jpg;2023-10-19;1 baño;
Oportunidad En El Centro De Monte Grande Casa + Depto;125000.0;200;625.0;Cib, Reconquista 40, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1442439440-oportunidad-en-el-centro-de-monte-grande-casa-depto-_JM#position=38&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_648391-MLA70262506330_072023-W.jpg;2023-10-19;2 baños;
Lote + Casa A Refaccionar En Venta En Monte Grande;50000.0;80;625.0;Valentín Alsina 1051, Monte Grande...;https://casa.mercadolibre.com.ar/MLA-1124705110-lote-casa-a-refaccionar-en-venta-en-monte-grande-_JM#position=35&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_855574-MLA49189637657_022022-W.jpg;2023-10-19;1 baño;
Chalet De Categoria En Venta!! C. Pellegrini 131;330000.0;525;628.5714285714286;C. Pellegrini  131, Monte Grande, ...;https://inmueble.mercadolibre.com.ar/MLA-803902258-chalet-de-categoria-en-venta-c-pellegrini-131-_JM#position=32&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_808991-MLA31581359046_072019-W.jpg;2023-10-19;;
Enrique Santamarina 200  - Monte Grande;830000.0;1320;628.7878787878788;Enrique Santamarina Al 200, Monte ...;https://terreno.mercadolibre.com.ar/MLA-918524027-enrique-santamarina-200-monte-grande-_JM#position=3&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_660426-MLA45757990729_042021-W.jpg;2023-10-19;;
Casa - Monte Grande;180000.0;286;629.3706293706293;Monte Grande, Monte Grande, Esteba...;https://casa.mercadolibre.com.ar/MLA-1167214022-casa-monte-grande-_JM#position=15&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_994831-MLA51510951192_092022-W.jpg;2023-10-19;3 baños;
Casa 4 Ambientes En Venta Con Paque Y Piscina;196000.0;310;632.258064516129;Nuestras Malvinas 940, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1126933366-casa-4-ambientes-en-venta-con-paque-y-piscina-_JM#position=4&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_955571-MLA49317202590_032022-W.jpg;2023-10-19;4 baños;
Casa 4amb Venta Monte Grande C/garage Y Parque;74000.0;117;632.4786324786324;Avenida Ingeniero Jorge Duclout 10...;https://casa.mercadolibre.com.ar/MLA-1388735835-casa-4amb-venta-monte-grande-cgarage-y-parque-_JM#position=1&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_777792-MLA71788300939_092023-W.jpg;2023-10-19;2 baños;
Casa - Monte Grande;190000.0;300;633.3333333333334;Florentino Ameghino 1124, Monte Gr...;https://casa.mercadolibre.com.ar/MLA-1469853834-casa-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_964805-MLA70965196232_082023-W.jpg;2023-10-19;3 baños;
Venta Monte Grande, Excelente Deposito / Galpon De 300 M2 Con Oficinas.;190000.0;300;633.3333333333334;Capitán O. Cairo 717, Monte Grande...;https://inmueble.mercadolibre.com.ar/MLA-1138416448-venta-monte-grande-excelente-deposito-galpon-de-300-m2-con-oficinas-_JM#position=20&search_layout=grid&type=item&tracking_id=48a25870-1830-4c0a-a22f-89aa140d91f9;https://http2.mlstatic.com/D_NQ_NP_757818-MLA71805237940_092023-W.jpg;2023-10-19;2 baños;1 amb.
Casa 5 Ambientes En Venta En Monte Grande;165000.0;260;634.6153846153846;Cordoba 300, Monte Grande, Esteban...;https://casa.mercadolibre.com.ar/MLA-1369120309-casa-5-ambientes-en-venta-en-monte-grande-_JM#position=6&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_663620-MLA69327899753_052023-W.jpg;2023-10-19;3 baños;
Venta De Departamento 3 Ambientes - Coca Cola - Monte Grande;35000.0;55;636.3636363636364;Ramon Santamarina 1075 T 8 D 12, M...;https://departamento.mercadolibre.com.ar/MLA-1362551762-venta-de-departamento-3-ambientes-coca-cola-monte-grande-_JM#position=3&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_937160-MLA54147197684_032023-W.jpg;2023-10-19;1 baño;
Casa 7 Ambientes En Venta En Monte Grande ;115000.0;180;638.8888888888889;Doctor Emilio Cardeza 900, Monte G...;https://casa.mercadolibre.com.ar/MLA-1390216363-casa-7-ambientes-en-venta-en-monte-grande-_JM#position=19&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_893563-MLA71921747854_092023-W.jpg;2023-10-19;2 baños;
Casa En Venta 3 Ambientes Sobre Lote De 320m2;45000.0;70;642.8571428571429;Olavarría 700, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1506151508-casa-en-venta-3-ambientes-sobre-lote-de-320m2-_JM#position=39&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_810480-MLA71609520578_092023-W.jpg;2023-10-19;1 baño;
Venta Duplex 3 Ambientes Barrio Los Robles Monte Grande;105000.0;163;644.1717791411043;Av. V. Fair 1495, Monte Grande, Es...;https://departamento.mercadolibre.com.ar/MLA-1373292505-venta-duplex-3-ambientes-barrio-los-robles-monte-grande-_JM#position=45&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_887194-MLA69930847960_062023-W.jpg;2023-10-19;2 baños;
Casa A Reciclar En Muy Buen Valor!;29000.0;45;644.4444444444445;Rivadavia 3032, Monte Grande, Prov...;https://casa.mercadolibre.com.ar/MLA-1142734687-casa-a-reciclar-en-muy-buen-valor-_JM#position=10&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_648868-MLA51635888047_092022-W.jpg;2023-10-19;1 baño;
Dpto 3 Dormitorios En Venta ;55000.0;85;647.0588235294117;Fernando De Toro 689, Monte Grande...;https://departamento.mercadolibre.com.ar/MLA-1125056553-dpto-3-dormitorios-en-venta-_JM#position=22&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_670130-MLA49210787911_022022-W.jpg;2023-10-19;1 baño;
Ezeiza Venta En Block - Inversores - 7 Rentas - En Esquina;175000.0;270;648.1481481481482;Pedro Pravaz 914, Monte Grande, Es...;https://inmueble.mercadolibre.com.ar/MLA-1381245001-ezeiza-venta-en-block-inversores-7-rentas-en-esquina-_JM#position=36&search_layout=grid&type=item&tracking_id=fac566de-1663-4a21-9268-328fe6c78876;https://http2.mlstatic.com/D_NQ_NP_894398-MLA70809780102_082023-W.jpg;2023-10-19;;
Venta Monte Grande Casa De 4 Dormitorios Refaccionada A Nuevo Impecable Estado;130000.0;200;650.0;Francisco Recondo 156, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1137349759-venta-monte-grande-casa-de-4-dormitorios-refaccionada-a-nuevo-impecable-estado-_JM#position=7&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_890703-MLA71800498826_092023-W.jpg;2023-10-19;3 baños;
Casa En Venta Los Mirasoles De Monte Grande ;195000.0;300;650.0;Casa En Venta Mirasoles De Monte G...;https://casa.mercadolibre.com.ar/MLA-1496898604-casa-en-venta-los-mirasoles-de-monte-grande-_JM#position=18&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_753046-MLA71479407772_092023-W.jpg;2023-10-19;2 baños;
Hermoso Duplex 3 Ambientes A La Venta.;78000.0;120;650.0;Domingo Sarmiento 420, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1472612476-hermoso-duplex-3-ambientes-a-la-venta-_JM#position=29&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_683930-MLA71102300185_082023-W.jpg;2023-10-19;1 baño;
